image_path,class_id
dataset/images/images/train/13734_image1_jpg.rf.79c4b699ae02a64df1f952436dd41c71.jpg,6
dataset/images/images/train/20745_image1_jpg.rf.9fc854bb9d23393bb9e2bb4836c356b4.jpg,5
dataset/images/images/train/22274_image1_jpg.rf.5a8414b0a4d0690c98b46f1173649082.jpg,5
dataset/images/images/train/4021_image3_jpg.rf.6dcd0296ddf2d4925b27558187cb7e55.jpg,1
dataset/images/images/train/19327_image1_jpg.rf.cb1c68e731c8640033e79198a1ad01bd.jpg,1
dataset/images/images/train/8889_image2_jpg.rf.06847ceb24b0767d4d97822bc779e4ae.jpg,0
dataset/images/images/train/5087_image1_jpg.rf.3e22f0dc864b3ce3dcf8173df4588e02.jpg,0
dataset/images/images/train/16256_image2_resize_JPG.rf.461b4b29c40f07beef97b47cbebe47f6.jpg,2
dataset/images/images/train/20782_image3_jpg.rf.bf57f220677988f5e94514300b0de07f.jpg,3
dataset/images/images/train/17770_image1_resize_JPG.rf.6c23b9cc2cd9ae74d09376cb9ac678c3.jpg,2
dataset/images/images/train/5146_image1_jpg.rf.e1aa0ad77a24f38f29e435add7faf4f5.jpg,5
dataset/images/images/train/9115_image1_jpg.rf.547d07657bc68c8fa0685eb6676d97c7.jpg,4
dataset/images/images/train/21618_image1_jpg.rf.58db9ec893492c9455815ff392da492d.jpg,0
dataset/images/images/train/10552_image1_resize_JPG.rf.55d30d9491855621553220efbfe58492.jpg,4
dataset/images/images/train/11829_image1_jpg.rf.80f747c7c054002b8dd5df65690c7c97.jpg,0
dataset/images/images/train/1249_image3_jpg.rf.dcc73de04e22928d49a8af6470553357.jpg,3
dataset/images/images/train/10141_image2_resize_JPG.rf.d04522326b9e2f7db1c6d52a49267ecc.jpg,2
dataset/images/images/train/16366_image2_jpg.rf.a2857893288eac3ee7fba8c26978a1fb.jpg,1
dataset/images/images/train/4706_image2_jpg.rf.7ef7a9538a988f0c18cbb563be1d771e.jpg,5
dataset/images/images/train/170_image2_jpg.rf.4df113c7e6520093f9ca0bac89845dea.jpg,4
dataset/images/images/train/10035_image1_resize_JPG.rf.de821d7852972e71553dc719623948c4.jpg,1
dataset/images/images/train/2409_image5_jpg.rf.b9ff695e4f767b278e4cbf39b03a9949.jpg,5
dataset/images/images/train/891_image1_jpg.rf.5168694f9a5ebd2fe031d9c2af18a17c.jpg,0
dataset/images/images/train/8836_image4_jpg.rf.b7b7db6a9ff88900de7206fa05db53d2.jpg,5
dataset/images/images/train/9671_image1_jpg.rf.a09facffae94a2bddc11e53fa3fdce97.jpg,5
dataset/images/images/train/336_image1_jpg.rf.a87ff73954be959dc3bdd7436de23b39.jpg,5
dataset/images/images/train/1566_image1_jpg.rf.981f674f0981a4acb5602abeb04c03de.jpg,0
dataset/images/images/train/1551_image3_resize_JPG.rf.b8554fba0c8031acac07c14b77e1dfab.jpg,2
dataset/images/images/train/8136_image1_jpg.rf.68c0923b4f530f7701252903549ff68b.jpg,3
dataset/images/images/train/14577_image1_jpg.rf.cf71683fa3e12dc35d1330f756af7522.jpg,1
dataset/images/images/train/18574_image2_jpg.rf.6ad766ee3f86d9debb941d00c64fce49.jpg,5
dataset/images/images/train/11598_image1_jpg.rf.c687978c6d15ed509b986c23908dd731.jpg,1
dataset/images/images/train/13333_image1_jpg.rf.288aa87da77fc62edda501d447c7bb92.jpg,5
dataset/images/images/train/13573_image3_jpg.rf.506d444dd17066c2610f587870d010b3.jpg,5
dataset/images/images/train/22384_image1_jpg.rf.ed300d041ca2250c782224aa6e3e6cbb.jpg,5
dataset/images/images/train/8749_image2_jpg.rf.0338c8b083b3fa316b6ad4bd41b7a079.jpg,5
dataset/images/images/train/9658_image2_jpg.rf.cb3b17d110bd98f8fda27ae4f766069c.jpg,5
dataset/images/images/train/2690_image4_jpg.rf.67ad20684e56fd13a564c1bea034756a.jpg,3
dataset/images/images/train/1146_image3_jpg.rf.df499d787ae8859f84a8b698beb7e5dd.jpg,4
dataset/images/images/train/8786_image2_jpg.rf.f5e4414cccd39d680e9b10789a07c1f3.jpg,5
dataset/images/images/train/3874_image1_jpg.rf.fba639e783288909b190f19d57d929d0.jpg,5
dataset/images/images/train/9684_image4_jpg.rf.ae350e2bf836935fe7b80bb059cbf62a.jpg,5
dataset/images/images/train/12609_image5_jpg.rf.95b70e26ddaf92d7499be7b750436fe7.jpg,5
dataset/images/images/train/8228_image2_jpg.rf.2c4938a1a97bc400bf50a2429dd905c3.jpg,0
dataset/images/images/train/2984_image1_jpg.rf.d898682d04a7e28f017e10c87cd3c1a3.jpg,3
dataset/images/images/train/10612_image1_jpg.rf.805c456f837d07c86d2f8b28300e0e8c.jpg,4
dataset/images/images/train/2934_image3_jpg.rf.e63e321e841bb2a2994e082b922ede30.jpg,5
dataset/images/images/train/4760_image2_resize_JPG.rf.75747848e494df64d3f5c91e360c3a93.jpg,2
dataset/images/images/train/16298_image1_jpg.rf.83df3991399225fbd45a2cb999c66701.jpg,5
dataset/images/images/train/9418_image3_jpg.rf.78799c6a4bf0a2a4b4c0e411e3e5d7db.jpg,5
dataset/images/images/train/18216_image1_jpg.rf.e1b7296f8f031e76f03ce6400ac6a6bb.jpg,0
dataset/images/images/train/3257_image1_jpg.rf.789751fac9c4adfedb629c4843e84d27.jpg,3
dataset/images/images/train/174_image2_jpg.rf.648223efcb264fe4ea6df78ab49f2e57.jpg,4
dataset/images/images/train/2141_image5_resize_JPG.rf.5ffaea7d3eb4e7cbb79c845beca2b0fe.jpg,1
dataset/images/images/train/1249_image2_jpg.rf.26f462a9618306a6b69828f53402a751.jpg,3
dataset/images/images/train/3750_image1_jpg.rf.e8ea641e9c1c63594a883899187ebb47.jpg,3
dataset/images/images/train/5079_image1_jpg.rf.1f8e49590a80bb4e353422e64f5cca3a.jpg,3
dataset/images/images/train/10392_image5_jpg.rf.d99e92b420791c28c0aa68d5adc8eb99.jpg,5
dataset/images/images/train/6914_image1_jpg.rf.a002b4413f0bb78adb3724d21b6acb25.jpg,5
dataset/images/images/train/8734_image3_jpg.rf.3ea32d3fe2062aafe1b2196dbd11ab84.jpg,5
dataset/images/images/train/18947_image1_resize_JPG.rf.4030f22c232bb376bb99021088cc033e.jpg,1
dataset/images/images/train/17411_image1_jpg.rf.df48e48960160e539377d8ecc15d519c.jpg,0
dataset/images/images/train/4262_image1_jpg.rf.07a619ad7eef88d12790c8e6e7487dc5.jpg,0
dataset/images/images/train/18938_image1_jpg.rf.2c244450f99d02e03832342a17073d3d.jpg,6
dataset/images/images/train/1617_image1_jpg.rf.87a9ceb9451562ce93bb259e5753b45a.jpg,4
dataset/images/images/train/16677_image1_jpg.rf.8272b18f5b75eb3f2c103b929c0af61d.jpg,1
dataset/images/images/train/12665_image1_resize_JPG.rf.8bdd8e7cd22f2894c50eabf512123afe.jpg,2
dataset/images/images/train/14039_image3_jpg.rf.456ebc1d1e1637468342190b91dcba86.jpg,0
dataset/images/images/train/16632_image2_jpg.rf.69845a6d615a49d21e93efb1d04632f9.jpg,1
dataset/images/images/train/10180_image1_jpg.rf.7868013e368b39717c6f2506a2d1948e.jpg,4
dataset/images/images/train/2052_image5_jpg.rf.17ae77004261b45252e8d49036b73c03.jpg,0
dataset/images/images/train/283_image2_jpg.rf.90106e6aaeef0160fc89e1f5d50cf833.jpg,5
dataset/images/images/train/19309_image1_resize_JPG.rf.d4f0e7cf3ea36486a52357965a89bc47.jpg,2
dataset/images/images/train/8332_image4_jpg.rf.ab6c78683c774cd14a0fbfd6b49f86ca.jpg,5
dataset/images/images/train/7855_image1_jpg.rf.850c2dd23f92fab482d999b0e5b93533.jpg,3
dataset/images/images/train/7400_image1_resize_JPG.rf.aebcfb67b58194e56883e8dd222c3a64.jpg,2
dataset/images/images/train/19238_image2_jpg.rf.15a5e41a67b11fad1bfcf1713398bcb6.jpg,5
dataset/images/images/train/2317_image4_jpg.rf.39ffb6188d9ade62c42d0dc1df3b8ee5.jpg,5
dataset/images/images/train/1079_image2_jpg.rf.e864e411bee09742063c109fc04ee9db.jpg,4
dataset/images/images/train/9476_image3_jpg.rf.c67c77e65476126296a871186bfe15cc.jpg,1
dataset/images/images/train/3154_image3_jpg.rf.3ca62080a804d34ef88e1ec67314b6d6.jpg,4
dataset/images/images/train/3354_image1_jpg.rf.8f89af22ab08d46b3a6df5767998d5dc.jpg,3
dataset/images/images/train/1462_image1_jpg.rf.145a9d848327c4b5fda38f5e785d0560.jpg,3
dataset/images/images/train/21537_image2_jpg.rf.a20056404745d25f94169772b194587d.jpg,5
dataset/images/images/train/16621_image3_jpg.rf.4b7facaabd29ef9b015489c48d46b12d.jpg,1
dataset/images/images/train/3742_image1_jpg.rf.e7c3fdd9a77c5eeb8f761851d1f25928.jpg,4
dataset/images/images/train/21655_image2_jpg.rf.83c5ecd840de805a895d32a532ccb557.jpg,5
dataset/images/images/train/6234_image2_jpg.rf.1194d4e115a38a0aad0209be5c57fba8.jpg,5
dataset/images/images/train/13792_image2_jpg.rf.c712e04ee50e521102dbd4309a77eb97.jpg,5
dataset/images/images/train/5497_image1_jpg.rf.120a4dafedd70817a2a78f79dde0a15c.jpg,5
dataset/images/images/train/20251_image1_resize_JPG.rf.f9be4d1170eea8b70b01681b42801ef1.jpg,2
dataset/images/images/train/7603_image1_jpg.rf.6363040db703c0d5934bd1c4be3d2790.jpg,3
dataset/images/images/train/896_image3_jpg.rf.c28e005992ec3ebcd4791bf7e94afac4.jpg,4
dataset/images/images/train/10632_image1_jpg.rf.8e0e9384ad389ed978af7c4b4929ab58.jpg,5
dataset/images/images/train/464_image3_jpg.rf.f9b89c1deba98113bec1ae0ce0eb5c09.jpg,4
dataset/images/images/train/1635_image1_jpg.rf.12a7e0d3371dfcaa9c1c434cf12473ef.jpg,4
dataset/images/images/train/3846_image1_jpg.rf.d408039eae4bcf9319d691b63a5a8596.jpg,0
dataset/images/images/train/15905_image2_jpg.rf.ec5fcd5d92d982a0788d44c5ba393276.jpg,0
dataset/images/images/train/18626_image1_jpg.rf.22b4ca236d6a0f599786ccd2766ae938.jpg,5
dataset/images/images/train/7984_image4_jpg.rf.f7c5e6489d326edf927b94fa052820e0.jpg,0
dataset/images/images/train/21092_image1_resize_JPG.rf.dfcaf0aed12d73b58e46f3a0a3ff52db.jpg,2
dataset/images/images/train/3731_image1_jpg.rf.10d806d82c394c16ab268e51f5f789a7.jpg,3
dataset/images/images/train/15689_image1_jpg.rf.ccefa24642fdcd6590e5fc7ee2c018f7.jpg,5
dataset/images/images/train/18338_image1_jpg.rf.d185b5060d84af5b07239762bd6b1d63.jpg,5
dataset/images/images/train/1098_image2_jpg.rf.665e6bc6d0edbfb361c7ea750b6f1fd6.jpg,5
dataset/images/images/train/8073_image1_jpg.rf.1956ce8a1aa21ca5348d44523e194ccf.jpg,0
dataset/images/images/train/5806_image1_resize_JPG.rf.11a69bcdb77177d12a7c982ca69920e4.jpg,2
dataset/images/images/train/20179_image3_jpg.rf.612204b85bf196e1c49661d4759dee8f.jpg,5
dataset/images/images/train/10591_image2_jpg.rf.9bdc79aa753020cfc7a9d6dad22b0987.jpg,5
dataset/images/images/train/22379_image2_jpg.rf.eaff0aedb3f82102227aed35102593c1.jpg,5
dataset/images/images/train/4882_image1_jpg.rf.38ff6218537a3fc2c7455ef3b0abbc8a.jpg,0
dataset/images/images/train/6771_image1_jpg.rf.4071edd64b1ccdbb094adc8435469dd1.jpg,3
dataset/images/images/train/10319_image2_jpg.rf.41ed6f4d4ae10c18025800ac2fb10c83.jpg,1
dataset/images/images/train/19828_image3_jpg.rf.59f2b87c63d3663e5dc455237925a979.jpg,5
dataset/images/images/train/15732_image3_jpg.rf.7c1e1e04f07a8559b7d9eb6eedaafc44.jpg,5
dataset/images/images/train/9538_image1_jpg.rf.ca375253369c8ea20b4b3fa1413bfa9c.jpg,5
